Position,Relative_position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/TI,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
235.5,286.91,NaN,1.26,23256,61352,0.379058547,467,5177,0.146752842,62,669,50,3798,33358,41989,35277,1509,0.042775746,135108,3.82991751,201.955157,926,54,0,357,80,656,0,459,781,104,582,46,131,0,125,265,278,387,66,1151,554,564,575,849,186,935,193,408,251,539,66,0,0,0,94,0,85,73,0,74,20,0,182,220,17
236,287.41,47.09,1.21,24815,60723,0.408658992,465,4848,0.142236827,48,504,15,3667,32620,41456,34084,566,0.016606032,129625,3.803104096,257.1924603,947,31,0,423,85,641,0,401,868,208,660,28,116,0,48,112,455,423,13,1054,459,611,270,1043,68,889,335,432,211,507,133,99,0,0,0,106,96,189,30,220,72,43,31,232,28
236.5,287.91,NaN,1.27,24004,61947,0.387492534,461,4841,0.144598106,59,520,9,3722,32799,42507,33479,1201,0.035873234,127183,3.798888856,244.5826923,992,27,0,469,100,767,0,512,946,224,572,78,56,17,31,222,73,532,83,1192,513,621,489,401,196,863,177,442,219,431,103,54,0,0,0,161,157,37,69,117,0,52,332,193,105
237,288.41,NaN,1.32,22531,62329,0.361485023,489,4673,0.13737249,68,570,81,3660,32357,42753,34017,1315,0.038657142,130706,3.842372931,229.3087719,737,108,0,607,90,790,182,636,857,188,727,43,70,6,138,392,291,400,132,1276,357,837,867,1219,114,1079,391,512,276,463,97,30,0,0,42,20,199,9,55,0,47,132,178,113,135
237.5,288.91,NaN,1.39,23903,64567,0.370204594,475,4727,0.140667778,71,561,122,3875,32999,40312,33604,1553,0.046214736,128588,3.826568266,229.2121212,658,34,9,407,46,737,0,538,962,156,582,89,135,25,45,539,34,622,170,1461,456,593,679,1221,78,1760,308,540,350,383,81,0,0,0,44,84,81,0,100,73,38,15,354,137,0
238,289.41,49.93,1.64,24773,61140,0.405184822,472,4880,0.141683361,39,539,58,3749,32681,40346,34443,1611,0.046772929,137438,3.990302819,254.987013,826,95,48,491,55,902,42,427,744,101,467,65,105,17,67,882,0,586,61,1548,332,724,568,1205,51,1899,286,630,344,295,0,0,0,0,0,52,147,0,0,65,0,0,503,130,0
238.5,289.91,NaN,1.79,23967,64858,0.369530359,447,4839,0.142373779,80,566,88,3630,32823,38733,33988,995,0.029275038,144613,4.254825232,255.5,799,125,58,354,9,849,0,498,729,173,438,50,98,50,101,795,0,472,141,1540,340,677,743,1574,74,2181,368,529,238,217,0,0,17,0,0,0,47,0,52,27,0,0,353,60,8
239,290.41,NaN,1.8,23752,64096,0.370569146,472,4640,0.134053679,58,582,55,3558,32269,37761,34613,1357,0.039204923,151490,4.376679282,260.2920962,764,0,0,478,32,717,5,488,810,49,450,10,65,33,80,658,0,469,58,1418,295,683,835,1708,20,2392,231,578,232,317,0,14,0,0,0,72,120,0,0,6,0,7,351,113,88
239.5,290.91,NaN,1.73,25198,60214,0.418474109,415,4808,0.137899386,0,538,50,3472,33342,37384,34866,1412,0.040497906,158687,4.551339414,294.9572491,856,49,35,475,60,904,76,462,736,68,431,155,91,47,77,573,0,493,78,1514,370,557,333,1545,137,2092,304,661,321,303,39,43,0,0,6,176,173,0,73,0,0,0,475,28,0
240,291.41,52.73,1.63,22957,59818,0.383780802,503,4824,0.139068266,14,603,33,3503,34039,38495,34688,1285,0.037044511,162516,4.685078413,269.5124378,967,0,0,362,82,811,58,564,812,142,401,36,20,59,0,306,108,404,65,1237,416,566,640,1227,28,2010,269,541,266,268,0,0,0,0,14,87,145,0,0,0,0,0,458,201,69
240.5,291.91,NaN,1.31,22236,59917,0.371113374,426,4699,0.137671393,52,577,71,3552,33442,38618,34132,1175,0.034425173,174490,5.112211415,302.4090121,1295,158,0,412,141,779,65,527,696,24,373,132,0,29,94,98,305,450,108,1270,408,696,804,1248,326,1099,388,404,70,457,0,213,9,0,0,104,78,0,80,0,27,0,370,149,0
241,292.41,NaN,1.53,21173,59844,0.353803222,471,4659,0.138697865,41,534,79,3675,32660,38200,33591,1162,0.034592599,177395,5.281027656,332.2003745,1173,85,0,356,41,763,10,437,837,120,483,44,114,0,47,170,342,375,78,1095,501,629,878,1429,335,1142,369,327,152,386,64,16,0,0,38,31,103,0,140,10,0,0,409,77,85
241.5,292.91,NaN,1.33,21684,61536,0.352379095,446,4743,0.143888602,51,522,11,3666,32456,38070,32963,1323,0.04013591,176060,5.341140066,337.2796935,1023,41,0,438,30,776,0,434,622,79,418,0,118,0,0,354,117,379,54,1259,429,562,827,2102,158,1174,459,390,140,318,0,51,0,0,0,55,125,0,0,13,0,0,253,229,54
242,293.41,51.6,1.42,21546,60670,0.355134333,416,4590,0.137437494,38,624,65,3633,32211,38955,33397,1264,0.037847711,175097,5.242896069,280.6041667,1154,27,13,539,19,835,0,497,651,46,344,29,128,26,26,94,453,361,155,1164,339,818,928,989,220,887,403,483,342,350,92,0,0,0,0,62,120,0,0,55,0,0,358,124,0
242.5,293.91,NaN,1.34,21666,60726,0.356782927,480,4785,0.143844882,20,563,52,3354,32205,40153,33265,1387,0.041695476,172970,5.199759507,307.2291297,1154,24,0,297,0,562,0,483,689,120,482,116,88,0,54,238,167,340,50,1078,417,684,696,1221,222,906,514,445,350,346,174,10,0,0,82,117,111,148,77,26,0,50,250,93,0
243,294.41,NaN,1.56,21661,61227,0.353781828,428,4761,0.146078792,39,517,17,3346,31846,40749,32592,1697,0.052067992,166844,5.119170349,322.7156673,1149,0,0,359,60,686,0,434,647,10,358,0,10,52,52,426,151,313,16,1091,415,566,658,711,159,1072,367,546,297,440,265,33,0,0,8,178,193,35,87,0,0,0,172,10,28
243.5,294.91,NaN,1.41,23525,59575,0.394880403,399,4661,0.140501598,46,567,76,3647,30550,44079,33174,752,0.022668355,167134,5.038102128,294.7689594,985,0,0,418,80,684,95,432,720,81,441,44,26,0,93,328,218,550,120,1221,447,699,392,1706,227,1310,226,438,118,517,101,19,0,0,43,80,153,0,111,0,0,0,330,0,94
244,295.41,48.19,1.22,22333,59771,0.373642736,426,4757,0.141864488,33,599,58,3693,30611,48711,33532,1371,0.040886318,168448,5.02349994,281.2153589,1235,171,0,340,63,802,0,387,742,73,289,39,12,12,78,298,124,482,146,1239,415,718,612,1286,432,1184,397,321,60,401,0,151,0,0,0,28,122,0,75,178,15,4,480,160,0
244.5,295.91,NaN,1.37,23145,59100,0.391624365,375,4515,0.141695958,8,614,46,3633,29751,46852,31864,1972,0.061888024,175673,5.513212403,286.1123779,1232,177,0,283,52,584,0,456,743,139,510,87,76,21,49,21,241,589,77,1100,411,719,540,732,452,1009,564,355,350,280,0,18,0,5,5,164,153,226,69,97,0,80,111,214,7
245,296.41,NaN,1.38,22644,60747,0.372759149,404,4093,0.136674792,58,676,53,3551,28460,41027,29947,2061,0.068821585,189588,6.330784386,280.4556213,1376,139,0,269,85,836,0,244,620,112,306,78,46,41,40,335,51,533,102,1060,579,622,794,1163,472,975,413,382,233,409,0,81,14,80,0,87,0,62,28,243,30,49,207,74,16
245.5,296.91,NaN,1.51,22813,59898,0.380864136,323,4014,0.12903848,39,609,38,3600,30070,37995,31107,901,0.028964542,193089,6.207252387,317.0591133,1236,63,0,250,11,817,44,409,579,0,177,110,44,19,29,170,197,345,90,1211,406,705,751,1578,389,1521,419,425,107,465,99,114,0,34,17,183,79,0,30,0,0,0,315,164,71
246,297.41,45.12,1.6,21898,59888,0.365649212,462,4210,0.126860724,99,554,96,3562,32439,34769,33186,1005,0.030283855,185096,5.577532695,334.1083032,1098,9,0,289,56,564,0,496,622,15,380,80,89,58,46,149,314,397,124,1302,422,770,933,1562,316,1353,440,430,128,422,131,15,0,0,0,88,144,222,0,81,0,0,46,220,0
246.5,297.91,NaN,1.47,22049,60136,0.366652255,374,4343,0.128872404,102,493,73,3712,33672,33867,33700,722,0.021424332,183521,5.445727003,372.2535497,1169,161,0,390,52,846,0,343,554,15,148,46,55,13,129,180,334,350,109,1188,442,824,746,1590,380,1559,525,400,251,326,0,20,5,0,74,169,168,0,65,265,0,81,499,92,0
247,298.41,NaN,1.58,22531,59642,0.377770699,454,4381,0.126024796,91,495,99,3683,34998,32222,34763,1407,0.040474067,179765,5.171158991,363.1616162,1258,32,0,511,73,742,6,507,763,215,467,39,73,31,60,244,210,434,158,1237,299,767,650,878,372,1095,393,385,148,410,75,32,0,0,0,141,221,24,0,41,0,57,312,296,87
247.5,298.91,NaN,1.42,22063,58757,0.375495686,402,4495,0.128344231,62,409,58,3638,34543,32775,35023,655,0.018701996,178742,5.103560517,437.0220049,1093,107,0,274,54,531,149,544,714,99,475,60,57,0,86,119,423,265,64,1259,358,708,534,1246,339,1354,365,349,124,429,90,86,0,93,21,135,107,253,103,0,0,19,133,102,58
248,299.41,43.1,1.33,23225,60307,0.385112839,470,4518,0.133554051,97,418,49,3769,34114,33607,33829,1449,0.042833072,171916,5.081911969,411.2822967,1085,74,0,416,95,934,0,632,882,14,393,56,11,0,49,229,338,337,180,1421,489,622,581,1501,349,1632,352,386,119,410,0,84,0,0,0,31,109,0,99,70,28,0,430,65,14
248.5,299.91,NaN,1.29,22662,63285,0.358094335,491,5222,0.147898493,17,392,49,3590,37010,34167,35308,1468,0.04157698,129385,3.664466976,330.0637755,777,86,54,513,51,896,51,655,909,99,598,33,0,33,67,263,306,359,73,1245,387,691,621,765,145,1179,365,487,369,300,0,0,15,0,23,138,119,0,52,25,68,95,268,119,129
249,300.41,NaN,1.34,23363,61234,0.381536401,493,5646,0.151241595,59,393,44,3703,39059,33746,37331,1300,0.034823605,116246,3.113926763,295.7913486,844,199,0,465,94,696,139,871,876,60,683,0,91,0,33,573,240,351,61,1297,598,460,419,576,110,1090,272,455,351,476,0,0,113,0,54,0,135,55,72,0,0,0,228,45,122
249.5,300.91,NaN,1.36,21357,62976,0.339129192,516,5780,0.153846154,70,358,96,3695,39259,33454,37570,1035,0.027548576,116249,3.094197498,324.7178771,830,147,27,476,63,972,0,508,953,92,602,62,69,52,50,574,192,345,139,1282,472,673,833,864,118,889,410,482,317,402,31,27,6,32,0,103,29,0,9,155,37,30,465,159,0
250,301.41,41.8,1.28,21991,59308,0.370793148,524,6159,0.165631303,87,372,54,3894,39345,34274,37185,1378,0.037057953,120180,3.231948366,323.0645161,865,198,10,511,65,1054,32,657,873,206,560,149,0,0,136,334,178,394,105,1450,399,653,661,1006,116,664,411,394,194,402,52,30,29,0,0,56,200,0,20,0,44,0,579,155,224
250.5,301.91,NaN,1.17,20600,61219,0.336496839,501,5816,0.156752823,52,378,31,3682,39093,35264,37103,1407,0.037921462,124010,3.342317333,328.0687831,781,86,0,268,16,730,0,530,891,105,685,120,188,22,104,330,247,426,111,1239,389,685,822,868,51,768,243,502,264,543,0,71,57,231,0,0,10,293,0,198,57,0,164,116,0
251,302.41,NaN,1.4,22528,60029,0.375285279,492,5894,0.158151766,42,379,50,3653,39108,36050,37268,680,0.018246217,124449,3.339299131,328.3614776,927,90,40,518,94,1087,133,704,981,166,615,135,171,0,175,291,262,371,111,1357,501,639,376,670,120,792,383,407,276,338,123,30,0,0,0,54,124,0,88,0,0,0,383,79,7
251.5,302.91,NaN,1.4,22241,62918,0.353491847,488,5714,0.151296105,77,462,54,3638,39085,37090,37767,812,0.021500252,125382,3.319882437,271.3896104,899,0,0,689,126,814,29,715,930,138,706,60,117,25,60,76,382,380,108,1228,595,607,544,857,83,775,180,562,212,530,199,123,0,0,21,47,207,272,81,0,0,0,113,0,67
252,303.41,41.71,1.34,22937,61669,0.371937278,425,5825,0.156405231,27,449,68,3697,38516,37093,37243,1357,0.036436377,126961,3.408989609,282.7639198,851,159,0,518,74,998,62,652,911,111,698,100,86,29,32,668,73,476,181,1264,422,766,637,1047,200,1131,504,351,178,426,141,103,0,0,16,132,203,53,96,89,72,98,328,110,107
252.5,303.91,NaN,1.39,22997,61492,0.373983608,594,5662,0.152433771,21,474,63,3696,38579,37482,37144,1825,0.049133104,132560,3.568813267,279.6624473,937,112,0,574,39,1012,59,611,837,78,597,37,63,0,44,693,0,422,27,1310,488,582,578,1037,145,966,347,473,264,420,29,24,0,0,12,47,215,68,54,0,0,13,273,176,211
253,304.41,NaN,1.2,21917,60987,0.359371669,519,5823,0.155193092,74,493,101,3459,39191,39134,37521,904,0.024093174,135038,3.598997895,273.9107505,891,117,0,252,27,1054,69,656,823,82,492,77,139,59,125,209,327,491,157,1349,523,724,754,1317,159,1096,389,435,159,466,39,98,0,169,0,87,0,0,28,7,0,0,375,16,27
253.5,304.91,NaN,1.28,22203,61417,0.361512285,461,5219,0.136202307,21,395,25,3705,39134,40694,38318,829,0.021634741,136056,3.550707239,344.4455696,944,71,18,451,69,762,118,603,925,110,541,0,0,0,77,152,321,483,42,1209,455,601,649,793,103,985,465,535,265,452,124,36,0,0,0,99,132,222,32,0,0,0,122,0,29
254,305.41,42.58,1.33,22851,62270,0.366966436,385,4731,0.124046252,45,409,39,3516,38564,40993,38139,581,0.01523375,139510,3.657935447,341.1002445,968,62,0,555,46,689,0,499,901,243,522,86,94,0,110,273,324,424,80,1233,532,648,684,1171,215,772,209,369,104,457,0,96,58,0,0,0,237,291,96,110,66,13,152,179,130
254.5,305.91,NaN,1.31,24400,61087,0.399430321,398,4617,0.121765962,22,472,49,3420,37865,41173,37917,571,0.015059208,144978,3.823561991,307.1567797,957,103,0,450,132,1056,70,662,908,71,387,0,108,0,105,200,363,447,128,1302,491,679,421,1573,73,1417,260,478,109,430,13,109,28,0,0,104,190,0,57,54,40,143,394,267,71
255,306.41,NaN,1.27,23352,61970,0.376827497,526,5042,0.131039322,64,464,87,3361,38634,41815,38477,1756,0.045637654,150166,3.902747096,323.6336207,1040,232,4,391,142,1065,25,605,869,70,417,53,51,28,60,284,391,431,109,1354,525,575,611,1113,233,1110,498,424,296,356,0,49,34,7,0,77,35,0,0,0,0,0,225,141,0
255.5,306.91,NaN,1.29,22894,63105,0.362792172,454,4791,0.127549119,15,418,52,3763,38278,40494,37562,1035,0.027554443,148595,3.955992759,355.4904306,979,4,24,429,138,807,0,645,785,29,454,165,136,0,20,130,437,229,5,1210,461,646,398,864,93,921,328,554,251,370,142,90,0,0,0,108,174,211,93,78,0,99,23,81,0
256,307.41,43.61,1.56,22254,59844,0.371866854,500,5056,0.133157756,73,427,44,3645,39595,40016,37970,1394,0.036713195,150474,3.962970766,352.3981265,1008,113,0,563,58,975,96,713,825,71,456,34,68,0,89,166,425,399,76,1139,516,630,691,659,168,963,281,453,273,378,0,0,0,0,0,112,258,52,40,0,46,0,342,180,132
256.5,307.91,NaN,1.31,22502,59459,0.378445652,451,4927,0.131621831,41,404,94,3771,38415,38595,37433,924,0.024684102,149639,3.997515561,370.3935644,1128,46,0,435,14,927,0,703,921,207,504,23,0,0,29,336,257,321,48,1182,525,499,725,1299,112,953,320,509,179,414,33,48,0,0,13,39,149,0,84,44,45,34,344,118,42
257,308.41,NaN,1.38,23400,59526,0.393105534,493,5437,0.149953114,35,459,52,3820,38043,35385,36258,1251,0.03450273,148154,4.086105135,322.7755991,1048,119,0,425,55,887,51,660,839,87,536,55,75,0,73,294,359,425,120,1243,454,694,385,455,403,1119,239,354,202,467,99,43,0,0,74,87,136,105,41,0,0,12,279,167,117
257.5,308.91,NaN,1.23,22859,60084,0.380450702,527,5841,0.160299687,34,411,68,3689,38676,34422,36438,1457,0.039985729,140693,3.861161425,342.3187348,979,129,0,413,100,1009,0,628,838,19,351,74,47,44,60,468,169,423,100,1242,528,608,666,1117,210,931,390,426,268,400,0,5,102,14,92,87,153,0,64,0,0,0,457,143,58
258,309.41,42.91,1.17,22250,62156,0.357970268,553,5955,0.163302803,30,405,67,3819,39536,33580,36466,1043,0.028601985,141827,3.889294137,350.1901235,883,57,44,372,108,906,50,583,719,150,532,47,0,0,100,339,111,475,147,1381,510,573,762,1118,51,1267,341,623,432,505,0,0,118,52,98,70,183,17,100,34,48,0,321,147,155
258.5,309.91,NaN,1.41,23352,61842,0.377607451,533,5883,0.164260785,82,376,99,3471,38590,33601,35815,1006,0.02808879,145259,4.055814603,386.3271277,953,237,0,502,154,813,39,695,853,81,508,5,65,63,8,236,310,328,165,1316,615,634,427,1063,376,1185,325,311,190,441,0,74,93,0,96,0,146,11,36,0,78,0,335,45,130
259,310.41,NaN,1.27,20610,60677,0.339667419,558,5750,0.163696407,23,358,56,3690,38572,32923,35126,827,0.023543814,150502,4.284632466,420.396648,862,72,0,464,42,680,51,589,828,36,650,0,0,0,44,61,459,255,85,1187,397,643,882,1564,133,904,281,544,236,612,36,39,0,0,17,99,99,278,21,31,0,0,14,148,30
259.5,310.91,NaN,1.31,21656,61334,0.353083119,532,5885,0.164064678,66,400,79,3473,38550,34076,35870,1088,0.030331754,142029,3.959548369,355.0725,881,124,0,512,45,1015,0,646,906,216,535,58,0,67,74,432,285,286,149,1282,471,578,747,1550,207,1046,372,408,215,362,0,28,118,0,8,0,89,0,12,0,142,20,497,257,135
260,311.41,42.96,1.2,22401,62875,0.35627833,549,5971,0.163133162,61,348,78,3580,39843,35095,36602,1555,0.042484017,123156,3.364734168,353.8965517,973,233,12,564,94,732,0,547,941,174,725,101,57,0,90,284,316,314,110,1306,379,699,532,563,236,618,305,405,280,420,0,50,167,0,19,0,145,243,22,130,151,70,177,108,21
260.5,311.91,NaN,1.3,20908,63632,0.328576817,510,6022,0.166482362,72,387,24,3534,39609,34830,36172,908,0.025102289,117229,3.240876921,302.9173127,822,0,0,550,76,737,22,808,935,187,857,15,54,74,88,177,351,343,69,1329,399,666,851,935,0,696,155,464,132,478,58,46,0,0,7,28,98,157,13,0,75,9,164,134,74
261,312.41,NaN,1.29,22270,63014,0.353413527,468,5366,0.147049958,33,379,60,3576,37874,33483,36491,717,0.01964868,119103,3.263900688,314.2559367,651,25,0,362,187,728,0,692,846,38,730,52,61,30,150,194,271,355,100,1277,449,500,655,1215,0,1023,201,517,247,533,38,19,61,63,145,130,50,210,66,7,110,0,80,105,119
261.5,312.91,NaN,1.29,23101,61528,0.375455077,391,4426,0.131930368,43,394,75,3622,35957,32557,33548,1342,0.040002385,119930,3.574877787,304.3908629,934,55,0,580,149,789,0,645,840,74,802,125,32,0,87,337,139,315,127,1424,471,621,713,543,22,822,178,554,230,616,39,107,0,0,7,29,184,201,42,0,112,82,118,91,99
262,313.41,43.68,1.23,23077,61318,0.376349522,401,4184,0.123706463,51,426,83,3541,35728,34000,33822,945,0.027940394,128710,3.805511206,302.1361502,898,25,0,485,123,922,0,568,852,80,584,104,57,22,71,418,123,367,158,1388,414,753,812,951,0,784,284,589,385,420,44,0,23,0,87,92,113,25,12,18,0,0,281,142,36
262.5,313.91,NaN,1.4,22138,61627,0.359225664,389,4557,0.134001823,8,390,27,3713,36700,35649,34007,870,0.025582968,130072,3.824859588,333.5179487,1022,116,0,544,88,959,103,826,843,39,510,52,66,0,67,279,311,205,0,1094,349,843,718,706,31,960,428,448,290,415,141,67,0,0,0,157,234,66,28,0,0,0,276,112,0
263,314.41,NaN,1.29,23626,61893,0.381723297,394,4533,0.130905626,0,355,42,3811,37766,36789,34628,418,0.012071156,130634,3.772496246,367.9830986,1118,126,0,444,76,745,67,681,741,0,621,125,36,0,47,257,270,380,82,1315,438,719,507,569,126,930,363,504,261,480,0,60,107,0,17,0,55,295,17,0,36,13,0,36,75
263.5,314.91,NaN,1.32,22614,61440,0.368066406,399,4828,0.139638467,36,445,68,3637,37863,37094,34575,583,0.016861894,135498,3.918958785,304.4898876,999,80,5,631,93,646,0,569,818,88,560,38,92,46,40,411,59,455,135,1416,385,765,572,500,220,806,377,440,349,320,77,0,0,0,76,56,259,306,28,154,10,0,143,75,108
264,315.41,43.74,1.31,23412,60672,0.385878165,447,4837,0.138255302,4,523,74,3587,36947,39464,34986,804,0.022980621,151335,4.325587378,289.3594646,980,192,0,244,104,1217,0,620,824,96,404,172,136,24,38,306,158,475,135,1126,431,677,425,1457,256,941,390,325,175,418,0,112,38,67,0,38,43,0,43,103,59,112,500,172,9
264.5,315.91,NaN,1.32,23392,62310,0.375413256,447,4684,0.130248596,71,521,21,3586,36102,39182,35962,899,0.02499861,161731,4.497274901,310.4241843,1086,90,0,445,0,1071,60,590,701,60,409,111,118,0,49,132,399,392,58,1188,420,722,471,1352,239,1057,440,397,149,406,55,98,0,0,0,78,120,0,36,0,49,52,371,77,77
265,316.41,NaN,1.36,22814,63321,0.360291215,406,4284,0.125501684,56,597,32,3528,34019,35712,34135,859,0.025164787,172721,5.05993848,289.3149079,993,36,0,346,60,1205,0,543,669,75,187,0,121,28,42,148,144,422,99,1167,485,648,619,1630,255,1374,463,425,230,485,0,18,0,0,0,99,99,0,0,78,0,0,404,100,44
265.5,316.91,NaN,1.35,23445,61437,0.38161043,389,4696,0.135557993,86,473,60,3761,34424,34733,34642,1172,0.033831765,154593,4.462588765,326.8350951,991,236,0,408,69,1013,0,478,778,77,384,102,67,0,12,282,288,424,88,1333,484,561,699,1255,307,1163,586,445,236,398,0,92,37,0,19,68,67,51,109,63,7,0,370,72,31
266,317.41,42.86,1.15,23588,58392,0.403959446,447,5312,0.147703259,86,427,74,3694,36384,33608,35964,1000,0.027805583,133976,3.725280836,313.7611241,914,0,0,509,102,869,0,648,797,69,494,47,82,64,100,0,345,382,119,1263,386,593,622,642,102,1025,133,537,244,560,57,38,0,0,90,153,184,110,62,79,59,0,307,94,4
266.5,317.91,NaN,1.26,21801,63210,0.344897959,454,5569,0.152429178,5,378,57,3796,37372,31114,36535,1497,0.040974408,127205,3.481729848,336.521164,731,82,0,368,33,762,0,629,805,147,728,120,99,23,0,146,242,331,98,1339,358,657,1021,885,0,993,289,553,313,359,0,0,57,0,40,24,122,133,135,0,123,0,336,105,129
267,318.41,NaN,1.34,23608,63838,0.369811084,472,5600,0.153319644,104,430,83,3797,37287,30654,36525,1463,0.040054757,126179,3.454592745,293.4395349,998,200,0,514,162,1000,53,628,772,78,675,0,0,21,31,502,179,321,168,1474,492,718,607,456,264,829,275,447,241,470,0,114,172,0,70,16,63,0,0,0,0,0,237,91,0
267.5,318.91,NaN,1.15,22363,62633,0.357048201,417,5224,0.143453427,70,323,37,3767,38086,30634,36416,1461,0.040119728,134453,3.692140817,416.2631579,1003,77,0,405,67,706,12,708,846,148,736,76,63,19,70,51,400,257,133,1265,488,619,748,927,107,742,313,425,188,346,0,59,85,0,0,56,91,241,90,0,25,0,131,108,157
268,319.41,40.97,1.4,24418,62637,0.389833485,458,5371,0.14900405,59,365,50,3672,38658,29705,36046,977,0.027104256,144011,3.995200577,394.5506849,1075,72,0,351,91,1035,0,612,789,128,472,102,0,0,10,467,112,306,64,1251,571,527,118,629,255,1090,470,411,281,356,167,26,0,0,0,110,88,0,0,157,0,49,448,225,105
268.5,319.91,NaN,1.38,23131,62270,0.371462984,492,5527,0.15279352,64,383,39,3756,38016,29937,36173,1390,0.038426451,141740,3.918392171,370.078329,883,85,0,329,66,798,89,718,795,167,639,122,112,0,84,190,465,383,137,1360,344,704,606,1056,344,1108,389,344,192,409,15,49,0,132,0,67,0,58,48,0,0,94,333,185,57
269,320.41,NaN,1.13,23098,60412,0.382341257,455,5492,0.151432432,57,336,58,3784,38534,30097,36267,529,0.014586263,127610,3.518625748,379.7916667,761,128,31,433,99,904,34,668,851,80,580,0,53,42,51,161,400,286,169,1377,535,760,556,1167,135,1367,485,429,324,370,24,0,10,144,27,135,63,0,54,0,0,79,481,156,113
269.5,320.91,NaN,1.23,23175,63054,0.367542107,464,5216,0.140437791,40,331,51,3852,37747,30565,37141,956,0.025739749,119510,3.21773781,361.0574018,769,144,0,576,87,828,52,608,892,106,625,65,108,11,64,315,230,406,177,1259,379,798,494,745,154,969,354,517,330,461,0,61,78,0,50,0,72,89,68,0,99,0,296,91,9
270,321.41,39.98,1.39,23396,62353,0.375218514,472,5054,0.143648921,52,338,35,3694,37048,30592,35183,777,0.022084529,124988,3.552511156,369.7869822,798,117,40,332,118,1075,0,579,795,80,515,53,121,29,100,203,524,305,100,1281,514,682,588,659,125,1155,351,512,353,426,0,0,124,156,11,0,57,0,39,200,95,37,560,77,0
