Position,Relative_Position,Position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/Ti,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
45.5,552.41,,,1.4,20894,57246,0.3649862,563,5618,6.264506942,51,405,67,4065,37292,33692,35194,1479,0.042024209,136668,3.883275558,337.4518519,935,80,57,409,88,1016,0,644,750,69,640,62,139,0,48,645,65,280,47,1234,392,678,632,930,54,1130,389,507,336,346,88,0,0,0,0,118,139,0,61,50,0,14,313,141,63
46,552.91,,,1.35,21751,59218,0.36730386,474,5613,6.442187778,41,403,21,4082,37614,32938,36160,929,0.025691372,131553,3.638080752,326.4342432,803,102,109,437,59,1085,23,535,732,159,412,6,0,0,72,475,90,343,42,1274,290,684,435,898,119,1240,442,518,359,246,21,0,0,0,0,105,115,0,66,0,28,0,432,113,0
46.5,553.41,553.43,15.03,1.34,21379,58735,0.363990806,493,5656,6.555339463,70,448,47,3971,38164,32928,37077,1605,0.043288292,128853,3.475281172,287.6183036,800,80,0,380,54,1026,59,566,807,153,502,79,55,70,93,368,186,263,159,1337,574,456,432,1028,128,1313,315,464,345,448,98,0,0,0,20,109,76,0,86,0,0,55,427,149,15
47,553.91,,,1.29,20711,59035,0.350825781,555,5878,6.176080299,88,442,100,3949,37792,33420,36303,1234,0.033991681,130742,3.601410352,295.7963801,832,48,0,479,101,949,0,565,756,144,494,15,103,97,75,599,54,477,236,1552,394,687,844,957,99,1431,274,501,287,401,22,0,0,0,0,84,96,77,96,37,0,0,218,47,59
47.5,554.41,,,1.29,20360,58830,0.346081931,530,5551,6.528553414,57,456,84,3893,38291,32304,36240,1221,0.033692053,134442,3.709768212,294.8289474,841,5,34,497,77,1175,62,697,765,70,422,0,47,55,111,394,203,334,153,1354,478,715,781,676,157,1036,372,533,375,307,173,0,0,0,0,154,131,0,21,0,0,77,524,258,33
48,554.91,,,1.36,22528,60140,0.374592617,498,5378,6.579211603,63,497,70,3998,37923,32578,35383,737,0.020829212,139498,3.942514767,280.6800805,977,102,0,446,64,1038,0,526,755,129,449,138,109,14,108,266,260,424,78,1447,414,579,399,1166,144,1533,303,454,115,346,0,128,62,0,0,66,30,0,67,76,83,57,412,94,105
48.5,555.41,555.43,14.74,1.45,21661,59549,0.363750861,482,5298,6.926198565,47,459,51,3792,37284,32618,36695,1347,0.036707998,141388,3.853059,308.0348584,981,7,26,490,37,927,109,652,789,56,555,41,44,65,37,604,0,286,114,1485,368,648,592,1014,209,1430,370,456,249,286,167,0,0,0,0,140,114,198,17,0,0,0,260,0,22
49,555.91,,,1.28,21138,59202,0.357048748,436,5264,6.948138298,90,450,82,4039,37599,32665,36575,1382,0.037785373,140491,3.841175666,312.2022222,1074,113,0,480,88,1274,0,536,697,37,328,55,76,0,109,226,310,333,162,1383,291,744,694,1044,207,1118,327,486,184,482,0,122,88,0,24,89,150,0,97,165,116,0,568,39,0
49.5,556.41,,,1.3,21348,59432,0.359200431,482,5160,7.035852713,110,493,54,3836,38010,33600,36305,890,0.02451453,143332,3.947996144,290.7342799,1109,120,0,388,97,1034,0,422,595,98,434,0,40,0,83,395,264,354,94,1331,374,719,573,856,217,1143,333,459,343,487,27,36,31,26,20,58,117,152,0,157,0,4,196,150,119
50,556.91,,,1.26,21005,59470,0.353203296,440,5130,6.943079922,5,436,87,3920,37621,33677,35618,2004,0.056263687,144488,4.056600595,331.3944954,879,96,0,324,76,939,0,548,636,33,404,78,90,34,95,436,204,373,126,1434,413,717,767,1112,161,1506,247,584,149,509,12,136,0,75,12,80,13,71,79,0,0,0,245,0,0
50.5,557.41,557.43,14.21,1.39,22345,58854,0.379668332,485,5200,6.9875,61,439,79,3977,37691,35036,36335,1127,0.031016926,142913,3.933204899,325.5421412,741,12,5,351,124,1089,27,589,620,60,412,0,0,29,87,634,106,375,156,1474,453,567,491,1743,74,1685,420,530,252,368,92,29,0,79,0,47,0,34,0,0,0,0,193,51,0
51,557.91,,,1.33,21167,58375,0.362603854,506,5225,6.928038278,78,524,106,3869,38516,36909,36199,1006,0.027790823,138705,3.831735683,264.7041985,941,104,0,451,81,915,0,642,726,61,440,113,52,0,125,309,352,383,113,1411,500,680,748,1308,54,1375,278,505,154,412,0,57,166,0,93,0,45,0,0,13,25,0,420,66,0
51.5,558.41,,,1.52,21144,59430,0.355779909,478,5261,6.783881391,7,481,92,3809,38591,38494,35690,1042,0.029195853,134145,3.758615859,278.8877339,740,155,0,598,117,1234,83,710,816,122,389,74,0,53,144,594,0,484,207,1500,350,692,775,1515,105,1402,201,450,132,352,0,66,117,0,77,20,246,0,121,122,124,166,652,262,6
52,558.91,,,1.34,21464,57325,0.374426515,509,5393,6.717411459,36,477,100,4004,38486,39602,36227,1776,0.049024208,129610,3.577718276,271.7190776,780,46,0,362,70,980,45,710,838,123,557,32,52,9,139,756,0,458,131,1482,371,620,753,1062,76,1641,355,488,279,400,0,0,0,10,0,92,104,99,98,0,0,52,81,103,11
52.5,559.41,559.43,15.24,1.3,22634,59494,0.380441725,458,5155,7.071387003,45,433,76,3932,37817,38465,36453,1340,0.036759663,122193,3.352069788,282.2009238,693,85,0,310,18,1271,57,722,947,100,454,57,149,62,110,730,0,530,118,1488,426,630,488,1010,125,1387,278,477,285,390,0,0,0,20,0,6,18,0,0,0,0,15,508,95,0
53,559.91,,,1.44,22435,58411,0.384088613,385,4929,7.365591398,0,396,29,3932,38728,40050,36305,1654,0.045558463,123198,3.393416885,311.1060606,838,36,74,307,44,908,13,691,896,156,551,78,42,0,28,328,204,475,74,1341,482,482,461,655,92,1348,319,467,344,171,24,0,0,0,17,43,20,44,0,0,60,0,258,177,111
53.5,560.41,,,1.44,22175,59464,0.372914705,423,4696,7.633730835,63,473,63,3985,37648,41176,35848,1018,0.028397679,125231,3.493388753,264.7589852,879,114,0,457,117,1104,43,655,902,65,355,64,26,52,12,616,23,462,144,1529,320,638,611,1124,93,1469,258,467,139,392,0,61,66,0,0,12,145,0,14,0,43,0,523,153,15
54,560.91,,,1.48,22629,59300,0.381602024,468,4785,7.485684431,40,467,56,3882,37235,40801,35819,825,0.023032469,130777,3.651051118,280.0364026,748,0,0,552,48,1216,83,701,884,141,407,77,136,7,94,782,0,435,12,1367,458,440,392,1623,0,1887,65,612,35,434,0,35,20,0,0,0,93,0,50,0,0,41,526,143,127
54.5,561.41,561.43,16.17,1.44,23066,57527,0.400959549,469,5158,6.890655293,82,468,64,3817,37813,39915,35542,1179,0.033172022,131476,3.69917281,280.9316239,710,39,0,439,40,1214,57,582,829,181,465,136,53,95,35,764,0,427,104,1475,423,448,294,1452,71,1648,360,556,182,425,0,17,0,0,0,105,94,0,32,0,0,0,439,46,43
55,561.91,,,1.39,22127,57527,0.384636779,513,5548,6.409336698,101,467,96,3814,39084,38173,35559,949,0.02668804,129003,3.627857926,276.2376874,813,101,39,496,112,1123,0,535,816,101,552,130,46,63,104,693,0,581,165,1612,429,574,566,975,0,1437,340,604,391,285,53,0,0,0,71,141,256,46,55,143,0,35,263,95,0
55.5,562.41,,,1.3,22464,57095,0.393449514,534,5554,6.668887288,29,438,57,3783,40253,37597,37039,1059,0.028591485,128242,3.462350495,292.7899543,799,97,66,472,38,1177,16,566,819,181,424,174,76,0,81,655,0,413,48,1445,512,582,372,1139,37,1635,324,573,244,232,0,0,121,0,0,0,0,0,31,23,57,0,348,101,0
56,562.91,,,1.33,22545,58386,0.386137088,417,5463,6.607907743,44,456,74,3845,40479,39079,36099,1219,0.033768248,123621,3.424499294,271.0986842,708,28,0,426,65,1285,47,615,952,50,498,38,0,49,73,584,76,613,157,1406,355,677,510,1387,95,1463,307,489,255,354,95,0,0,0,0,120,73,0,0,17,0,71,382,138,0
56.5,563.41,563.43,16.41,1.34,21642,58086,0.372585477,476,5398,6.829010745,103,538,156,3895,39159,40678,36863,1317,0.035726881,126309,3.42644386,234.7750929,751,34,21,376,101,1233,25,689,883,91,581,76,0,80,110,990,0,592,182,1532,370,727,797,1215,160,1448,284,440,188,279,0,0,0,11,50,78,0,24,47,0,0,0,189,59,111
57,563.91,,,1.52,22462,56727,0.395966647,514,4904,7.624184339,72,479,97,3884,39411,40157,37389,1454,0.038888443,133380,3.567359384,278.4551148,808,0,0,419,68,1659,0,605,832,117,312,0,88,47,63,650,154,414,78,1439,307,633,602,665,0,1740,235,717,318,370,0,0,0,0,0,4,90,0,8,75,0,39,686,136,120
57.5,564.41,,,1.55,23227,58917,0.394232564,509,5340,6.770224719,94,578,130,3902,38920,38835,36153,1627,0.045003181,137721,3.809393411,238.2716263,920,94,19,358,37,1561,63,634,795,48,316,142,44,97,124,667,0,599,190,1537,404,615,480,1134,143,1988,212,571,229,348,0,19,21,21,9,131,35,0,32,0,0,0,620,134,78
58,564.91,,,1.32,22665,58653,0.386425247,453,4971,7.209012271,68,534,60,3936,38668,37766,35836,1209,0.033737024,142599,3.979210849,267.0393258,788,0,85,403,65,1210,46,622,691,23,574,0,51,12,25,752,72,428,95,1560,415,680,448,1327,23,1670,375,586,298,301,29,0,0,0,44,99,14,367,0,0,0,0,0,84,6
58.5,565.41,565.43,15.99,1.78,21685,59977,0.361555263,514,5158,6.906359054,12,498,54,3856,39379,36449,35623,991,0.027819106,145879,4.095079022,292.9297189,948,0,0,315,49,1329,103,586,829,117,570,135,34,0,35,433,124,326,87,1379,337,594,571,1028,88,1333,544,523,247,299,376,83,0,0,0,234,133,233,0,0,0,0,74,95,105
59,565.91,,,1.31,22292,57562,0.387269379,460,5138,6.720124562,49,524,84,3837,38377,37249,34528,1309,0.03791126,146397,4.239950185,279.3835878,857,64,52,373,46,1392,50,599,773,9,358,60,155,34,130,527,232,337,81,1361,365,625,607,1366,152,1395,440,497,201,321,58,26,0,0,0,98,143,142,30,29,11,52,292,149,113
59.5,566.41,,,1.47,22271,59684,0.373148583,456,5196,6.660892995,93,480,69,3872,38480,37522,34610,1474,0.042588847,145478,4.203351632,303.0791667,1043,139,0,484,75,1429,20,578,717,66,461,73,0,47,91,518,54,300,103,1364,399,656,529,797,222,1524,462,454,257,273,70,46,0,0,0,116,171,277,5,65,0,17,118,150,0
60,566.91,,,1.38,21382,58016,0.368553502,479,5461,6.356711225,73,514,72,4038,39021,37428,34714,1509,0.043469494,141705,4.082070634,275.6906615,716,131,8,349,36,1632,0,485,858,68,398,208,175,8,48,388,196,407,141,1443,254,770,639,1551,189,1624,387,502,191,238,0,9,0,0,0,89,84,0,0,132,0,0,489,227,29
60.5,567.41,567.43,15.78,1.28,19964,58926,0.338797814,456,5518,6.471547662,79,506,47,3943,39687,37834,35710,1946,0.054494539,137346,3.846149538,271.4347826,766,32,0,333,66,1297,0,632,828,182,399,102,96,64,76,422,148,438,86,1392,513,518,981,1449,13,1515,191,512,214,522,0,0,0,50,0,39,36,134,5,45,12,0,274,170,25
61,567.91,,,1.3,21752,58974,0.368840506,594,5590,6.634347048,47,506,118,3976,40645,39586,37086,1781,0.048023513,130386,3.515774147,257.6798419,814,172,78,421,91,1016,0,687,871,112,590,136,158,0,146,379,275,415,136,1273,509,447,635,1126,318,1078,475,300,198,269,31,55,0,0,22,78,130,251,32,0,0,14,7,41,44
61.5,568.41,,,1.27,21675,60846,0.356227197,459,5562,6.531283711,33,459,89,4041,41453,41952,36327,734,0.020205357,122666,3.376717042,267.2461874,607,160,29,504,16,1470,31,720,878,171,364,45,164,0,106,220,474,457,137,1466,392,765,565,1145,61,1401,324,487,251,330,0,0,13,0,5,62,0,0,0,0,0,0,624,269,176
62,568.91,,,1.24,21589,60587,0.356330566,444,5436,6.90544518,6,528,66,3874,42061,44990,37538,1213,0.032313922,119472,3.182694869,226.2727273,829,85,0,444,62,1103,88,651,995,43,525,106,40,74,28,416,214,453,85,1485,476,564,606,623,30,1145,327,506,308,393,0,0,0,0,31,106,129,222,107,25,7,81,153,60,75
62.5,569.41,569.43,16.71,1.19,22032,59555,0.369943749,455,5295,7.104438149,28,504,71,4100,40783,45286,37618,1621,0.043091073,116390,3.093997554,230.9325397,853,30,41,420,78,1018,41,782,1004,33,616,130,37,11,0,615,58,478,113,1390,394,628,540,1009,53,878,314,466,161,459,109,67,0,0,9,117,86,129,74,8,41,30,186,35,17
63,569.91,,,1.29,20598,60077,0.342859996,462,5383,6.767973249,88,494,136,4145,39352,44520,36432,1523,0.041803909,111633,3.064146904,225.9777328,783,184,0,421,36,955,0,668,940,104,615,21,46,44,16,892,0,585,133,1357,329,822,859,772,129,907,424,406,220,361,0,57,0,61,0,127,0,175,0,91,0,0,132,94,0
63.5,570.41,,,1.37,22030,62113,0.354676155,400,5451,6.674555127,0,415,65,3943,39529,42971,36383,1551,0.0426298,106016,2.913888354,255.460241,737,114,49,595,99,952,99,730,1021,103,577,68,67,46,30,801,0,542,134,1447,462,572,537,550,146,978,397,463,335,273,0,0,0,0,0,18,180,75,46,0,5,0,257,196,130
64,570.91,,,1.32,22590,59159,0.381852296,439,5182,7.032419915,27,466,123,4037,39050,41701,36442,1429,0.039212996,100152,2.748257505,214.9184549,702,103,0,572,50,721,0,672,1009,182,707,26,82,37,60,772,0,531,145,1707,415,728,642,701,30,1156,130,510,168,506,0,86,117,0,4,32,0,282,106,24,7,0,34,0,0
64.5,571.41,571.43,18.93,1.15,21463,60027,0.357555767,430,5198,6.781069642,43,325,48,3924,38375,40341,35248,1254,0.035576487,94561,2.682733772,290.9569231,759,141,58,519,77,871,56,762,1044,163,702,63,105,9,66,308,397,380,66,1307,472,646,792,482,0,655,250,468,234,374,0,30,54,0,16,23,87,0,0,0,55,0,342,190,55
65,571.91,,,1.33,21237,60869,0.348896811,423,5374,6.793449944,26,324,66,4067,39276,39906,36508,1222,0.033472116,91406,2.503725211,282.117284,554,17,0,376,102,1091,0,665,1225,86,581,100,27,27,0,593,136,482,93,1398,340,812,740,788,0,758,281,504,271,438,237,73,0,148,35,129,0,0,59,60,0,0,809,178,137
65.5,572.41,,,1.12,22455,62026,0.362025602,436,5442,6.758728409,30,335,66,3998,39484,40754,36781,797,0.021668796,87803,2.3871836,262.0985075,752,129,22,553,149,543,0,804,1121,0,727,152,21,51,125,717,80,469,114,1480,489,673,381,718,66,680,236,472,213,504,23,78,94,0,0,0,99,214,9,25,0,27,198,59,0
66,572.91,,,1.25,23056,63025,0.365823086,439,5416,7.052437223,51,306,102,4244,39918,41745,38196,1262,0.033040109,86517,2.265080113,282.7352941,604,164,55,511,18,625,0,902,1121,242,696,35,0,12,158,575,41,502,152,1541,491,568,375,837,78,1060,270,375,175,292,0,0,28,0,27,28,0,0,0,0,8,0,343,134,132
66.5,573.41,573.43,21.37,1.31,21077,61241,0.344164857,422,5000,7.5,33,339,94,4111,40125,42126,37500,1542,0.04112,89063,2.375013333,262.7227139,686,173,0,466,74,506,109,971,1092,151,831,0,161,46,109,608,0,577,161,1516,369,788,901,533,41,614,158,462,204,497,0,106,280,30,21,0,26,158,41,0,133,0,156,127,29
67,573.91,,,1.37,21728,59717,0.36384949,436,5245,7.128503337,49,384,88,4203,39743,42552,37389,1367,0.036561556,90086,2.409425232,234.5989583,529,162,73,468,27,806,0,763,1171,137,572,20,115,28,40,425,228,436,99,1328,422,622,721,1045,0,891,319,405,297,343,0,0,100,0,25,0,0,0,0,84,139,37,570,81,0
67.5,574.41,,,1.38,22596,57441,0.393377553,456,5328,7.10548048,46,357,71,4076,40645,44542,37858,939,0.024803212,92874,2.453219927,260.1512605,458,143,16,659,112,861,0,806,1142,144,466,92,95,98,134,431,251,602,240,1517,468,703,501,1053,94,1079,328,440,262,435,131,35,0,0,104,81,223,0,31,58,66,0,645,113,124
68,574.91,,,1.21,21354,59102,0.36130757,454,5086,7.493314982,8,342,75,3981,41046,46889,38111,1496,0.039253759,94887,2.489753614,277.4473684,732,148,14,553,25,602,69,826,1029,71,754,88,111,30,63,555,131,473,117,1446,362,672,656,212,120,799,329,523,271,470,0,14,86,0,34,0,78,83,0,0,32,35,180,47,18
68.5,575.41,575.43,23.34,1.27,20611,61751,0.333775971,489,5145,7.350242954,67,367,122,4156,40917,47659,37817,1639,0.043340297,98664,2.608985377,268.8392371,625,91,62,545,39,442,0,840,1163,124,803,161,47,5,50,597,247,665,119,1416,454,672,770,903,96,743,310,355,299,268,29,0,73,0,48,0,81,343,68,0,95,81,103,89,127
69,575.91,,,1.27,22134,61141,0.362015669,468,5243,7.011062369,31,404,100,4046,40943,47418,36759,1376,0.03743301,103316,2.81063141,255.7326733,643,166,123,660,82,741,10,740,982,74,591,78,182,0,145,474,171,548,130,1610,481,716,509,458,111,961,347,484,365,291,0,0,127,0,46,0,59,135,75,0,45,0,266,130,59
69.5,576.41,,,1.22,22390,64854,0.345236994,476,5269,6.916492693,76,389,122,4065,41293,46893,36443,1176,0.032269572,103173,2.831078671,265.2262211,761,181,0,450,132,973,97,808,1221,140,456,56,58,109,64,442,75,617,174,1468,476,644,398,1079,198,883,174,348,27,479,0,164,21,60,6,0,0,0,63,0,83,0,504,125,8
70,576.91,,,1.2,21771,61044,0.356644388,402,5114,7.224481815,48,401,80,3942,40705,47262,36946,2039,0.055188654,103223,2.793888378,257.4139651,657,71,11,401,148,800,0,856,1108,105,508,113,98,54,88,551,197,631,143,1377,482,615,650,958,92,742,300,373,242,383,0,0,119,0,0,0,0,25,0,119,94,22,342,216,19
70.5,577.41,577.43,24.49,1.2,21938,60980,0.359757297,384,5277,6.889520561,49,392,112,4082,40237,48400,36356,1000,0.027505776,100553,2.765788316,256.5127551,722,0,22,444,74,710,0,795,1181,126,578,148,187,6,80,537,128,528,106,1518,490,705,598,481,0,1104,381,595,329,328,185,0,0,0,0,134,174,122,44,13,51,41,239,99,35
71,577.91,,,1.19,22421,61985,0.361716544,362,4815,7.585046729,12,358,107,4114,40999,46043,36522,1390,0.038059252,100751,2.758638629,281.4273743,568,144,0,410,92,670,5,777,1030,69,643,0,65,40,105,351,210,576,146,1654,444,582,537,618,77,1265,353,544,307,321,0,54,135,81,0,0,19,208,9,0,94,0,74,133,0
71.5,578.41,,,1.33,20310,62995,0.32240654,444,5211,7.18460948,36,376,92,4055,40880,44998,37439,646,0.017254734,99142,2.648094233,263.6755319,506,103,75,411,96,685,0,674,1091,68,622,178,88,17,108,646,0,552,108,1412,369,674,949,1166,0,1014,382,572,307,355,0,0,142,19,28,0,104,65,0,60,50,22,300,119,12
72,578.91,,,1.4,22708,62025,0.366110439,424,5288,6.931354009,29,369,83,4199,40963,45618,36653,1361,0.037132022,98055,2.675224402,265.7317073,613,214,30,431,99,795,0,716,952,61,552,183,43,58,8,976,0,541,172,1608,345,606,465,624,82,1194,245,516,338,390,0,0,99,46,0,0,18,0,22,5,52,6,406,73,0
72.5,579.41,579.43,23.94,1.32,21612,58711,0.368108191,334,4969,7.556651238,14,289,60,4042,40614,44876,37549,1447,0.038536313,96426,2.568004474,333.6539792,597,41,41,277,50,609,0,746,1087,103,675,19,0,0,81,311,156,558,31,1430,340,650,688,605,0,872,307,544,384,348,146,0,25,209,0,4,0,182,82,0,5,0,44,89,26
73,579.91,,,1.28,22516,59662,0.377392645,410,4954,7.653209528,40,317,121,4067,40478,43951,37914,1421,0.037479559,93169,2.457377222,293.9085174,634,0,23,499,97,742,17,870,1088,128,679,102,107,55,59,677,0,516,76,1406,520,476,603,697,0,953,244,598,234,438,212,75,0,0,0,32,118,0,96,21,55,18,281,53,0
73.5,580.41,,,1.17,21489,58763,0.365689294,390,4975,7.60120603,27,278,73,4134,40578,44803,37816,1852,0.048973979,90957,2.405251745,327.1834532,759,181,35,590,166,761,29,834,1223,107,626,46,157,23,142,560,130,463,82,1413,453,661,821,224,66,668,294,421,292,449,11,83,130,0,70,129,151,60,101,0,38,27,265,89,0
74,580.91,,,1.26,21229,58654,0.3619361,463,5296,7.08836858,40,333,46,4140,41246,45465,37540,1241,0.033058071,91323,2.432685136,274.2432432,762,125,99,376,88,917,26,775,1080,73,525,69,224,16,60,409,208,370,26,1279,464,552,560,178,0,549,405,577,336,367,0,72,79,169,0,136,0,0,32,0,0,0,534,105,0
